Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2622,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1550,1561,1561,26-Sep-14
2623,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1650,1600,13-Sep-14
2624,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1765,1765,1765,11-Sep-14
2625,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1546,1546,1546,03-Sep-14
2626,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1580,1500,27-Aug-14
2627,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1600,1600,21-Aug-14
2628,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1501,1601,1601,19-Aug-14
2629,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1526,1526,1526,16-Aug-14
2630,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,11-Aug-14
2631,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1601,1731,1601,06-Aug-14
2632,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1511,1511,1511,31-Jul-14
2633,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,28-Jul-14
2634,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1610,1610,1610,05-Jul-14
2635,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1495,1500,1500,03-Jul-14
2636,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1651,1651,1651,01-Jul-14
2637,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,2151,1600,25-Jun-14
2638,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1551,1700,1551,21-Jun-14
2639,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1450,1725,1725,19-Jun-14
2640,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2000,2000,2000,18-Jun-14
2641,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1411,1400,17-Jun-14
2642,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1430,1430,16-Jun-14
2643,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1380,1380,1380,10-Jun-14
2644,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1451,1451,1451,08-May-14
2645,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1600,1600,30-Apr-14
2646,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1370,1732,1732,25-Apr-14
2647,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1460,1580,1475,24-Apr-14
2648,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1701,1350,16-Apr-14
2649,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,09-Apr-14
2650,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1380,1740,1425,07-Apr-14
2651,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1471,1700,1700,03-Apr-14
2652,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1800,1525,02-Apr-14
2653,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1836,1836,1836,01-Apr-14
2654,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2125,2340,2125,08-Feb-14
2655,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1711,1711,1711,27-Jan-14
2656,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1861,1861,1861,22-Jan-14
2657,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1451,2282,1451,16-Jan-14
2658,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1619,1619,1619,15-Jan-14
2659,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,11-Jan-14
2660,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1790,1790,1790,09-Jan-14
2661,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1450,1450,1450,08-Jan-14
2662,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1950,1950,1950,07-Jan-14
2663,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2117,2117,2117,06-Jan-14
2664,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1660,1660,1660,03-Jan-14
2665,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2075,2100,2090,30-Dec-13
2666,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1776,1800,1800,18-Dec-13
2667,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1700,1700,17-Dec-13
2668,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,12-Dec-13
2669,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1686,1686,1686,11-Dec-13
2670,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1725,2068,2068,10-Dec-13
2671,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1850,2100,1850,30-Nov-13
2672,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1671,1901,1850,28-Nov-13
2673,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,30-Oct-13
2674,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1425,1486,1450,29-Oct-13
2675,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1630,1700,1700,28-Oct-13
2676,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,2080,1611,26-Oct-13
2677,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,25-Oct-13
2678,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1601,1601,1601,11-Oct-13
2679,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1530,1700,1580,03-Oct-13
2680,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,30-Sep-13
2681,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1875,1875,1875,27-Sep-13
2682,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1790,1790,1790,25-Sep-13
2683,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1851,1600,24-Sep-13
2684,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1531,1951,1725,23-Sep-13
2685,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1890,1890,1890,20-Sep-13
2686,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,16-Sep-13
2687,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1795,1795,1795,03-Sep-13
2688,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1601,1601,1601,29-Aug-13
2689,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1770,1770,1770,27-Aug-13
2690,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1770,1770,1770,26-Aug-13
2691,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1570,1570,1570,01-Aug-13
2692,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1566,1566,1566,29-Jul-13
2693,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1590,1590,1590,25-Jul-13
2694,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1750,1970,1970,15-Jul-13
2695,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1940,1940,1940,11-Jul-13
2696,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1575,1575,1575,10-Jul-13
2697,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,03-Jul-13
2698,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1576,1576,1576,01-Jul-13
2699,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1716,1866,1716,18-Jun-13
2700,Sholapur,Pandharpur,Wheat,Other,FAQ,1701,1701,1701,17-Jun-13
2701,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,15-Jun-13
2702,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1610,1776,1610,12-Jun-13
2703,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1825,1825,1825,07-Jun-13
2704,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1775,1775,1775,05-Jun-13
2705,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1898,1919,1898,31-May-13
2706,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1766,1766,1766,24-May-13
2707,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1535,1535,1535,23-May-13
2708,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1911,1911,1911,22-May-13
2709,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1575,1575,1575,20-May-13
2710,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2052,2052,2052,17-May-13
2711,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1625,1625,1625,27-Apr-13
2712,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1842,1842,1842,25-Apr-13
2713,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1619,1600,05-Apr-13
2714,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1910,1910,1910,04-Apr-13
2715,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1735,1735,1735,01-Apr-13
2716,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1836,1836,1836,26-Mar-13
2717,Sholapur,Pandharpur,Wheat,Other,FAQ,1575,1575,1575,25-Mar-13
2718,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,23-Mar-13
2719,Sholapur,Pandharpur,Wheat,Other,FAQ,1450,1891,1450,21-Mar-13
2720,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1290,1330,1330,20-Mar-13
2721,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1560,1920,1560,19-Mar-13
2722,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,16-Mar-13
2723,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1625,1625,1625,15-Mar-13
2724,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1526,1741,1640,13-Mar-13
2725,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1611,1611,1611,08-Mar-13
2726,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1501,1660,1501,06-Mar-13
2727,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1675,1776,1675,05-Mar-13
2728,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1829,1835,1830,27-Feb-13
2729,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1903,1850,26-Feb-13
2730,Sholapur,Pandharpur,Wheat,Other,FAQ,1540,1836,1725,20-Feb-13
2731,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1726,1802,1802,13-Feb-13
2732,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1911,1911,1911,12-Feb-13
2733,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1901,1973,1973,08-Feb-13
2734,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1950,1950,1950,07-Feb-13
2735,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1650,1650,1650,31-Jan-13
2736,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1411,1850,1726,29-Jan-13
2737,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1830,1776,28-Jan-13
2738,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1625,1916,1625,23-Jan-13
2739,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1560,1560,1560,22-Jan-13
2740,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,16-Jan-13
2741,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1650,1650,1650,10-Jan-13
2742,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,09-Jan-13
2743,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,08-Jan-13
2744,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1780,1780,1780,07-Jan-13
2745,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,05-Jan-13
2746,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1752,1866,1785,04-Jan-13
2747,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,01-Jan-13
2748,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1980,1980,1980,31-Dec-12
2749,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1900,1900,1900,28-Dec-12
2750,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1465,1700,1500,26-Dec-12
2751,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1280,1681,1675,18-Dec-12
2752,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1740,1768,1740,17-Dec-12
2753,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,2020,2020,2020,15-Dec-12
2754,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1520,1520,1520,08-Dec-12
2755,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1511,1745,1511,01-Dec-12
2756,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1660,1870,1660,12-Nov-12
2757,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1575,1575,1575,10-Nov-12
2758,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1579,1579,09-Nov-12
2759,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,05-Nov-12
2760,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1675,1675,1675,30-Oct-12
2761,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1455,1561,1561,27-Oct-12
2762,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1421,1810,1600,22-Oct-12
2763,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1471,1471,1471,20-Oct-12
2764,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1475,1490,1476,19-Oct-12
2765,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1600,1600,17-Oct-12
2766,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1465,1465,1465,15-Oct-12
2767,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1401,1401,1401,13-Oct-12
2768,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1340,1340,1340,12-Oct-12
2769,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1440,1525,1440,11-Oct-12
2770,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1405,1405,1405,10-Oct-12
2771,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,08-Oct-12
2772,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1551,1630,1551,01-Oct-12
2773,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1450,1450,1450,21-Sep-12
2774,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1601,1601,1601,14-Sep-12
2775,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1835,1835,1835,10-Sep-12
2776,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1618,1701,1701,03-Sep-12
2777,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1512,1512,1512,01-Sep-12
2778,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,30-Aug-12
2779,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1575,1575,1575,25-Aug-12
2780,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1390,1680,1520,21-Aug-12
2781,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1451,1651,1650,13-Aug-12
2782,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1575,1575,1575,10-Aug-12
2783,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1380,1380,1380,09-Aug-12
2784,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1480,1480,1480,08-Aug-12
2785,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1571,1571,1571,06-Aug-12
2786,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1456,1416,26-Jul-12
2787,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1550,1350,24-Jul-12
2788,Sholapur,Pandharpur,Wheat,Other,FAQ,1301,1301,1301,17-Jul-12
2789,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1530,1530,22-Jun-12
2790,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1420,1433,1420,16-Jun-12
2791,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1311,1325,1325,13-Jun-12
2792,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,12-Jun-12
2793,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,08-Jun-12
2794,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1351,1351,07-Jun-12
2795,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1569,1569,29-May-12
2796,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1351,1449,1445,21-May-12
2797,Sholapur,Pandharpur,Wheat,Other,FAQ,1275,1275,1275,19-May-12
2798,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,04-May-12
2799,Sholapur,Pandharpur,Wheat,Other,FAQ,1150,1520,1520,02-May-12
2800,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1401,1448,1448,27-Apr-12
2801,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1267,1471,1400,18-Apr-12
2802,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1425,1400,26-Mar-12
2803,Sholapur,Pandharpur,Wheat,Other,FAQ,1190,1395,1190,16-Mar-12
2804,Sholapur,Pandharpur,Wheat,Other,FAQ,1275,1372,1372,15-Mar-12
2805,Sholapur,Pandharpur,Wheat,Other,FAQ,1198,1300,1300,14-Mar-12
2806,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1225,1237,1236,02-Mar-12
2807,Sholapur,Pandharpur,Wheat,Other,FAQ,1275,1275,1275,01-Mar-12
2808,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1425,1450,1450,13-Feb-12
2809,Sholapur,Pandharpur,Wheat,Other,FAQ,1355,1355,1355,14-Jan-12
2810,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1336,1375,1362,04-Jan-12
2811,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1301,1302,1301,30-Dec-11
2812,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1301,1320,1301,02-Dec-11
2813,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1250,1250,1250,30-Nov-11
2814,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1390,1393,1390,24-Nov-11
2815,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1351,1351,1351,15-Nov-11
2816,Sholapur,Pandharpur,Wheat,Other,FAQ,1180,1180,1180,19-Oct-11
2817,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1100,1150,1150,14-Oct-11
2818,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1112,1203,1203,29-Sep-11
2819,Sholapur,Pandharpur,Wheat,Other,FAQ,1207,1292,1210,15-Sep-11
2820,Sholapur,Pandharpur,Wheat,Other,FAQ,1100,1326,1151,12-Sep-11
2821,Sholapur,Pandharpur,Wheat,Other,FAQ,1100,1199,1150,02-Sep-11
2822,Sholapur,Pandharpur,Wheat,Other,FAQ,1101,1230,1230,29-Aug-11
2823,Sholapur,Pandharpur,Wheat,Other,FAQ,1139,1150,1150,25-Aug-11
2824,Sholapur,Pandharpur,Wheat,Other,FAQ,1100,1150,1111,22-Aug-11
2825,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1365,1365,1365,10-Aug-11
2826,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1200,1200,09-Aug-11
2827,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1450,1450,05-Aug-11
2828,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1266,1477,1266,29-Jul-11
2829,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1290,1290,1290,22-Jul-11
2830,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1450,1450,1450,20-Jul-11
2831,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1211,1211,1211,18-Jul-11
2832,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1440,1306,30-Jun-11
2833,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1225,1225,1225,29-Jun-11
2834,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1271,1318,1318,23-Jun-11
2835,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1250,1250,22-Jun-11
2836,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1350,1350,20-Jun-11
2837,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,17-Jun-11
2838,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1411,1411,1411,13-Jun-11
2839,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1412,1412,1412,10-Jun-11
2840,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1426,1426,1426,09-Jun-11
2841,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,07-Jun-11
2842,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1401,1401,06-Jun-11
2843,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1101,1335,1335,02-Jun-11
2844,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1350,1350,1350,30-May-11
2845,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1380,1450,1380,27-May-11
2846,Sholapur,Pandharpur,Wheat,Other,FAQ,1400,1400,1400,26-May-11
2847,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1281,1400,1386,23-May-11
2848,Sholapur,Pandharpur,Wheat,Other,FAQ,1475,1475,1475,21-May-11
2849,Sholapur,Pandharpur,Wheat,Other,FAQ,1500,1500,1500,20-May-11
2850,Sholapur,Pandharpur,Wheat,Other,FAQ,1243,1243,1243,19-May-11
2851,Sholapur,Pandharpur,Wheat,Other,FAQ,1251,1500,1500,18-May-11
2852,Sholapur,Pandharpur,Wheat,Other,FAQ,1125,1125,1125,16-May-11
2853,Sholapur,Pandharpur,Wheat,Other,FAQ,1200,1200,1200,14-May-11
2854,Sholapur,Pandharpur,Wheat,Other,FAQ,1266,1266,1266,12-May-11
2855,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1550,1550,1550,10-May-11
2856,Sholapur,Pandharpur,Wheat,Other,FAQ,1225,1250,1250,07-May-11
2857,Sholapur,Pandharpur,Wheat,Other,FAQ,1225,1310,1310,04-May-11
2858,Sholapur,Pandharpur,Wheat,Other,FAQ,1310,1453,1310,03-May-11
2859,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1210,1210,1210,29-Apr-11
2860,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1600,1676,1600,28-Apr-11
2861,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,27-Apr-11
2862,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1200,1200,25-Apr-11
2863,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1200,1200,15-Apr-11
2864,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1100,1151,1100,14-Apr-11
2865,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1516,1625,1625,13-Apr-11
2866,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1225,1225,1225,07-Apr-11
2867,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1509,1312,06-Apr-11
2868,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1302,1331,1331,30-Mar-11
2869,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1390,1390,1390,29-Mar-11
2870,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1250,1500,1500,28-Mar-11
2871,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1200,1300,1200,26-Mar-11
2872,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1192,1416,1212,16-Mar-11
2873,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1391,1400,1400,12-Mar-11
2874,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1251,1400,1400,11-Mar-11
2875,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1252,1252,1252,10-Mar-11
2876,Sholapur,Pandharpur,Wheat,Other,FAQ,1150,1350,1350,08-Mar-11
2877,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1480,1480,1480,23-Feb-11
2878,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1150,1475,1386,21-Feb-11
2879,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1100,1151,1151,12-Feb-11
2880,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1360,1360,1360,10-Feb-11
2881,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1260,1611,1575,07-Feb-11
2882,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1455,1592,1592,03-Feb-11
2883,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,02-Feb-11
2884,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1551,1551,1551,28-Jan-11
2885,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1405,1650,1600,20-Jan-11
2886,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1470,1470,1470,18-Jan-11
2887,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1520,1520,1520,17-Jan-11
2888,Sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ,1250,1600,1250,14-Jan-11
